"Individual","full_path","haplogroup"
"HG03786","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"HG03787","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03788","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03789","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03790","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03792","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03793","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"HG03796","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03800","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03802","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03803","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03805","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03808","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03809","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03812","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03814","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03815","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"HG03817","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03821","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03823","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03824","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03826","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03829","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03830","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03832","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03833","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG03836","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03837","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03838","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03844","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG03846","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03848","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03849","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG03850","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03851","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03854","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03856","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03857","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03858","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03861","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03862","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03863","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03864","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03866","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03867","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03868","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG03869","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03870","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03871","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03872","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03873","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG03874","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03875","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03882","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03884","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03885","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03886","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03887","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03888","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> A","A"
"HG03890","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG03894","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03895","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG03896","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03897","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03898","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03899","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03900","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG03902","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG03905","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03907","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03908","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03910","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03911","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03913","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03914","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03916","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03917","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03919","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03920","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03922","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03925","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03926","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03928","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03931","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03934","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03937","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03940","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03941","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03943","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG03944","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03945","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03947","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03948","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03949","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03950","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03951","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03953","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG03955","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03960","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03963","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03965","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03967","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03968","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03969","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03971","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03973","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03974","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03976","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03977","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03978","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03985","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03986","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03989","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03990","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03991","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03995","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG03998","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG03999","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG04001","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04002","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04003","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG04006","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04014","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"HG04015","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04017","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04018","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG04019","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04020","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04022","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04023","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG04025","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG04026","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"HG04029","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG04033","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04035","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG04038","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04039","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H -> H2","H2"
"HG04042","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04047","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG04054","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04056","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04059","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04060","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04061","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG04062","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04063","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04070","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04075","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04076","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04080","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04090","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04093","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG04094","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04096","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04098","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04099","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04100","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04106","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04107","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04118","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04131","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG04134","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04140","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04141","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04144","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04146","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04152","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04153","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04155","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04156","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"HG04158","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04159","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04161","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04162","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"HG04164","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04171","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04173","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04176","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04177","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04180","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04182","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M -> D -> D4","D4"
"HG04183","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04185","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04186","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04188","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04189","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG04194","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04195","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04198","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04200","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04202","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04206","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04209","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04210","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04211","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04212","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04214","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04216","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04219","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04222","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG04225","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG04227","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG04229","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04235","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG04238","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG04239","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"NA06984","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA06985","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA06986","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"NA06989","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA06994","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA07000","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA07037","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA07048","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H -> H2 -> H2a","H2a"
"NA07051","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA07056","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"NA07347","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA07357","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA10847","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA10851","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"NA11829","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA11830","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA11831","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA11832","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H -> H2 -> H2a","H2a"
"NA11840","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA11843","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"NA11881","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA11892","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K -> K1","K1"
"NA11893","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"NA11894","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA11918","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H -> H2 -> H2a","H2a"
"NA11919","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA11920","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA11930","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA11931","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA11932","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"NA11933","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"NA11992","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA11994","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA11995","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12003","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA12004","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12005","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U -> U8b -> K","K"
"NA12006","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12043","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA12044","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"NA12045","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12046","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"NA12058","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"NA12144","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12154","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"NA12155","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12156","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12234","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"NA12249","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12272","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12273","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"NA12275","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12282","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"NA12283","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12286","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12287","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12340","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12341","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12342","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> N1a1 -> N1a1b -> I","I"
"NA12347","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12348","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"NA12383","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> V","V"
"NA12399","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"NA12400","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"NA12413","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"NA12414","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"NA12489","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
